PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PerformanceRating
0.3394635253417963,0.012105467450061264,1.6017732363969326,0.44858017051717297,0.007122138293529046,-1.7238230316008236,-1.1725750921707039,1.2852251888337725,-0.5622471774085886,0.6357444779935042,-0.4993049904141453,0.03954032742586039,0.017099446884928947,-0.16970746904181422,-0.23132192210159594,0.4195818529751643,-0.4870279525122125,-0.16096699800356487,-0.10960149344586921,-0.029450989835525174,-0.7682356169068916,0.9340680906043344,1.0462081656131317,-1.4086480285000353,-0.20341430740781494,-0.044466358965562815,-0.2831074128774493,0.565426203414849,-0.5670338420718343,-0.9029567619439568,-0.14389873121658517,-0.271813997694864,-0.17178398810992962,-0.9410933198253159,-0.2765428714096592,-0.9290500237556253,3
1.249094640910204,0.004004365485967019,1.3795448200218314,-0.22410180630935528,1.2475504641315003,-1.1547024907364887,-1.1190605828085147,0.6409455455106944,-0.9256691455092165,0.5903117240182477,-0.09075095219103164,-0.7915561634182454,0.07746058134322163,0.34688759012072484,-0.7862872524093613,0.19408324706826682,-0.4177182280347766,0.09054696695765947,-0.5312598659407523,-0.09022998092884593,0.5179538921954181,-0.3015240022822395,0.3776758462338226,-0.9451781684537484,0.9191939941174507,0.11140674562708631,-0.8713812763021501,-0.3470662623946998,-0.26736007471237816,-1.7555124419831132,-0.09807450814977305,-0.6131458456917528,-0.9370579505876466,-0.18352534461458334,-0.912287424270191,-0.423946953854855,3
3.3757895363197954,-0.3465471795046548,1.229487303700352,1.7394617959335208,-0.4698397938043531,1.9453364734830962,0.9880773450820168,1.008585406134195,-0.4735842166382374,0.15934801993908496,-0.8114739761564008,-0.7158014307092673,0.44023184799301596,0.0334112855099298,-0.1892686246823418,0.07452579492764011,-0.093095551654591,0.10006516843188581,-0.7248662692981974,-0.40336181195181947,0.312862740871184,-2.050864617052891,-0.5041832253487253,-0.052232245143967106,2.0443671442123215,-0.5841381487022815,0.36538178749379435,-0.10753388939275406,-1.1517193188991814,-0.35291107892865387,-0.7320074155801779,0.02337493450004461,-0.5144346174669293,-1.2934170022005955,-1.2776295489153529,-1.714657867317638,4
5.0939757000046475,-0.018626796001378156,1.290350120967873,-1.2072184117715592,1.4090948936116476,0.37135006135603116,-0.040223954320460574,-1.29481603615324,-2.3365806850528386,2.503455092146365,0.4673584325842798,0.7909643581940672,-0.3680686163383765,-0.1137486816617175,3.0512257545892143,-0.6130441352865398,-0.24536221859268748,0.7496379528030458,0.9720116796090094,0.7478783672562821,-1.2011311182064845,0.8490967114288551,-0.02251200498563804,0.3534958353103014,-1.5534035333134655,-0.5442375070604962,0.27022481164288703,1.8464140480068838,0.8563951471674648,0.3472517742281456,-1.2896515333413716,0.9060489607485637,-0.24628245037145596,0.86838253761083,1.6770364568781833,1.3855571027919287,3
-0.08118055489345657,0.08046218505719795,0.923093298277496,-1.499513640194376,3.0510307331451276,0.2012094471045512,-0.5558644516853356,-0.5908493959920408,-1.95867079331508,-0.8241578568457585,-0.09346031537718241,-0.26794421083302333,-1.0135708157048233,-0.23873127328230778,-1.339277036574125,0.4842414883706395,-0.37244192328955866,-0.5152421895988392,-0.38461736870999574,-0.11814030411536995,0.7372053703306933,0.5516061251962866,1.0540954416755737,-0.3940151697399564,1.0219131711335518,-0.41362813544825144,-0.648834861605046,-1.0656076650732282,-0.04625333185324593,-0.694890672715297,0.4435100400597702,0.20433041647070896,-0.10040659402559253,-0.2926328790433265,-1.1496922631970226,0.7132079938263832,3
0.0573720052901516,1.9526321330754055,-0.7116129715482422,2.858666098312312,-1.112459834982435,0.7842536471432836,-0.5423813549365369,0.1954298351032219,0.39571795577586427,0.001964799456844635,-0.028176443637542535,0.04883260146126861,0.573153919242188,0.6469265774529475,0.773140862679305,-0.8601853512694326,-0.6455580626642359,-0.07638589182604233,-0.8495557326055155,-0.06824888341123604,0.33568062877775134,-0.6079954696122692,-0.8016420102449641,-0.09935050984063697,1.8897089142607109,-0.132535247767073,0.9718855251775426,1.2361041242556776,0.6872135622526003,-1.7388196091432528,-1.1485573201475776,-1.269909861329215,0.2789330526663675,-0.42515154538751,-0.1461717223175604,-0.6134944217057168,4
-1.2523429990375545,-0.25338770884990125,2.4380245707332824,-2.0411387447097233,0.3956292305272845,1.1607926868688452,-0.45150043902261283,0.389303047586896,0.43398432559560424,-0.07196059211312542,-1.014779161860724,-0.6143888108816602,-0.23221775380494414,-0.19852354675760275,-1.3664598871266198,1.2348821574669753,-0.4288696627273589,0.12001130433703237,-0.23050552629810625,-0.5697172646661873,0.8341374946711692,-0.07274184447189529,-0.07843970814456537,-0.5879980940486131,1.3816326235802152,-0.3590572974583346,-0.5766093113225068,-0.6433795696375041,-1.2286738668833868,-1.5721953831673294,-1.1998421486441733,1.2696942110625133,0.06378121632784685,2.3812987903254146,0.2584713048614949,-0.5711856002206708,3
-0.7177488765578905,2.4546137041993084,-0.07294190563885888,1.6657509927387477,1.557441501214758,-2.2345490171215414,2.1228254562606255,-2.311436012783024,0.36883477229694583,0.05042509289182726,0.6409358609103002,-0.43248027027483327,0.5060420480856547,-0.0631162422855447,-0.22341800994118802,0.276367149926324,0.04196349360296763,-0.15151118957816503,-0.009566222065123321,-0.355921474042485,0.3897075573440224,-0.8953995965231876,-0.4989806497733694,-0.3532117373833268,0.26906850091451934,-1.1485398512198621,0.2526635579085852,0.135933708886837,-0.9263447414767676,1.0462089823181915,1.721157044522789,0.10638326319793091,1.354673446094593,-0.2980929870959285,0.442708215186946,-0.9485441052413215,3
0.5224097939883331,2.2613785370207213,-1.2514518579086684,-0.34750386149122736,-0.039459965430585935,1.7671684920222157,-0.06367286848790232,-1.2425046899871004,-0.29835372927682824,-1.8943574903795581,-0.3279443357015157,-0.7632497506575674,0.07847525352972869,-0.790947133480144,-0.5330222515684343,-0.651659946501608,-0.3223268911140205,0.6560611243069028,0.11132577507174017,-0.6535417399545583,0.7436265715964282,-0.9596171465006667,0.04650668857287921,0.7852013698079162,-0.34560423953168107,-0.23563612243983345,0.5191522574447929,-0.9861425819724833,1.435432009250402,-1.6004547499821051,0.8167567705050581,-0.19079812232545762,1.4588755118138856,-0.4350199264137677,-0.05985265181483815,-0.8137483629481249,3
-1.313315659941278,2.4749463876245543,-0.7229142704136229,-0.17325721440160852,2.4358503829341385,-0.644190505780651,-0.5294134259729449,-1.0715387340812237,1.1430734391582567,0.22102044149710967,-0.5392667844854842,-0.02424895967178073,1.0292370421521781,-0.8754630658979893,-0.9889576280553524,-1.1123207307569654,0.7357655567726052,-0.1440518570948155,-0.25995822767757515,0.2771936137347348,0.2591059826187546,-0.37797575983072096,-0.5095257324829695,0.10969542358268747,-0.30792340901034915,1.156210276111487,0.3685936058521346,-0.041639940264585104,-1.3317027515586874,0.7104748298271838,1.120198088748767,-0.626742314219952,0.04583690909673533,0.42776232956205534,-0.2972126215927666,0.38970813147228583,3
