PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PerformanceRating
0.4047236601958183,-1.5667992503245811,0.06277576250835247,-0.6249197223546425,0.34137905757689124,0.9842270173671546,0.17140354140868533,-0.022633748663813555,-0.35121076916235455,-2.4600522481694242,-0.1944193849738374,-1.4022069949644613,0.17140211611601402,-0.5370976005674135,-0.19119674616067261,0.7980813724926633,-0.3063913504850725,-0.1639762823465247,-0.309940899303943,-0.5210889336873311,1.1588797728276168,-0.11784514413869449,3
1.321330090318465,-0.26123136539800124,1.2261686109925836,-0.4803457133541614,-0.41664159913132637,0.25138137339486016,-0.21595172117063766,-0.3284294678192947,-1.0165109393579848,-1.136806408884493,1.4902574771597457,-1.340151185067155,-0.07194133743354851,-0.35575177066879726,0.8788771156983077,1.545027661537968,-1.064916408393469,-0.2690570657164858,-1.2675216157106142,-0.38532812627727114,0.4889482603652788,0.9154387026013552,3
3.4552770428108297,-1.1073834526381456,1.1034123410987857,0.46003832364431463,0.9282822210944924,0.8290202511736063,0.007258473273228159,0.4252306406196967,-1.2114913107978216,1.0192937453303357,1.6956520559932962,0.5947181546634835,1.5641364920828513,0.07577167589684783,0.962153512916135,0.7983120077219097,0.5510333385984356,-0.9879438078656707,-0.5015207064212421,-2.206193283629915,0.9457738789565335,-0.3382908320424785,4
4.282260654629418,0.32787042058424914,-0.05069142573111359,0.3760333886609677,0.9149257007419703,-0.12742813559316685,0.014657841555817955,0.39021569941311646,0.048887987317825246,0.5607721356387189,-1.886256289608322,-1.4791171150595235,-0.3458056153649145,0.02918562642553125,-0.24308569645681835,-0.5040211138656474,0.5467218467096286,-0.985780502191379,0.48380127197873396,1.6689450232914047,-1.1610073418682822,-1.4292173422909442,3
-0.1302118394385899,1.7692321023026578,2.9604335585825283,-0.19864211287897057,0.07214253152833304,-2.093762500227779,-1.4918560968630294,-0.0801679417364433,-0.933596035398866,-1.1037521676861661,0.011014801551237456,-0.5603283009489615,0.22596005570256528,-0.24975762602725385,0.21308636185575203,1.0047289315789856,-1.1918118979377967,-0.3488762900149853,-0.20752199476890887,-0.753639242522518,-1.1602916222827417,0.950849973742448,3
0.4258426203554201,-0.022293739122233248,-2.595240330777425,-0.572097338815614,0.6511090394316205,1.0442167880567796,-0.08731034357494151,0.4818935052954594,0.45481175017637815,1.887628768308554,1.4143406418560291,-0.9559179355191754,1.9037524854983958,-0.2938779397736176,1.5008030957616154,0.20387241092855637,-0.15837131631219087,0.8338242414042321,-0.11973829014222771,-0.02314511246380935,1.0035247998781756,-0.9816314603042113,4
-0.943796421712606,0.8789653931478978,2.0984833491574055,-1.2501732887389179,-0.11873363310158451,0.5636240126977122,-0.5709818794351713,0.05630493242759196,-0.8108260384180552,-0.7017213422651486,0.9582313634831405,-0.792544643463978,0.4564115074325744,-0.10225091565566202,0.858024106613703,1.1910354022879472,-0.3306256785314884,-1.2534534689959875,0.7441335488142107,-0.12496789212739717,-0.5070566071504398,1.0489410164630795,3
-0.4568173325018148,0.3192869840873847,-0.9521276808542094,3.8142641992634694,-2.207321905454042,-0.9262913339486629,0.6832898996873144,0.15686042829988545,-1.3659602316798218,-0.1794288204116114,0.3664555791492057,0.7302041546093011,1.167779079126459,0.27712015603281226,-0.3723459049165492,-0.9980893508585815,-0.15355291413088215,0.13362854853657644,1.990808066327126,-1.5835136620091113,0.062493081441866716,0.03948067166921807,3
0.5647154491747617,2.0071701549501135,-0.370583212381366,-0.8008818424138222,0.65218029556045,-1.7622168763799169,-0.38049096565363805,-0.1623580170309357,-0.03935295055590134,1.012358497061683,0.9407756239373077,1.008589962763371,0.25404268307471595,3.199936939776271,0.06253530640471783,0.08713040591545061,-0.6585941578725351,2.3476585798677982,0.7827692177608963,-1.2310673210558458,0.23136374900635176,-0.8704563224487651,3
-1.2060356781309087,2.3802454550764836,-0.014540531870678509,0.24364503766826992,-1.6712228403028762,0.13821009793969002,1.3025848319204152,0.04823336781246584,-1.0239025604570944,-0.973346269008378,0.9557636603068869,2.392742430895551,-0.37302408970319223,-1.0665009344100433,-0.33815067812254745,-0.8307243749027632,-0.12375869641171534,0.5958333545788228,-0.3021095789946237,0.059732316829980904,-0.2915779843572686,-0.6124188933541271,3
-0.8181474515428637,0.40497646300091794,-1.105559868584878,0.6428213827848502,-0.9205935935426632,-1.5829596908036414,0.14728985760156035,3.2739928589422482,0.6681396246195396,0.9014063215874921,0.8910504414678901,-1.7052793331119966,-1.1795427401716871,-0.16359643620941894,-1.050472076924981,-0.3946812157035254,0.448798020075066,0.8020290637125731,-0.9552627097804073,-1.1684469549560974,-0.7946633201092417,1.069177955982152,3
4.757894760204839,0.6312547648729997,1.629826855333676,0.6185476857766143,-0.8177292301634397,2.6576818562247215,-1.4474045597531635,0.5280782681546595,0.8791065952828495,-0.8006707019853885,0.2941231925164764,0.2554262387028025,0.8250900911884782,1.9673779806917286,-0.16700687243755558,-0.04098278406279244,-0.033515756131766584,-0.626905272635946,1.280186199676192,0.21173672442404312,-0.6253296345947222,-0.9462908258886816,3
1.2539176053859762,-0.07221415546490931,1.1091577109705748,-0.7290796123545976,2.5765241786914967,-1.154909239697742,-1.3812625539921726,0.19329729374071852,1.219971921577992,-0.7587980111535685,0.6341920654651332,-0.8575646801650395,0.4085223528526311,-1.4591805212815845,-0.10076959850800511,0.42421389390518033,0.6150998289566296,-2.505905353706283,2.4716396539590457,0.08927626293512857,-0.26015934041452476,-1.3981106532854413,4
-2.6864270031738484,-1.1323180990016957,0.8134766070591672,-1.487371927119595,-1.3829540146913386,-0.870431903385594,0.1197945318990329,-0.9815828518045135,-0.41739121057636036,-1.1733893959618569,0.2930806014594021,-0.7206294491154651,-0.7028486127991109,-1.7404197958551557,0.05379016417506669,-0.7809214425003081,1.2052358752903825,0.8014668850057208,0.010086549416329625,0.03823358569635115,-0.36156410768785546,-0.14505725711558962,3
-1.4387602115659732,2.1691209091596924,-0.5881617962257139,1.6070062790393502,0.6477040290111425,1.02784873077336,-2.7448170047530573,1.0003280713486782,0.08754850022953135,-0.5415743314200441,1.0450509075051773,0.566295002492409,-1.727577108810047,0.9454354272328189,0.9369594092807475,0.028942640910690015,0.012768575339402165,0.19278534357138966,1.4588372963390457,0.7220842196598083,0.6146845309376432,0.7115311111466438,3
-0.6505195365045302,1.493728947963286,-1.3685094701003389,0.22783230763559179,-1.6308355409916537,-0.9541231402457736,-0.4984268206002004,-0.2397968248268157,0.12658419974329443,-1.5817875603342153,-0.767446204475305,0.5747890814070885,-0.23554717818712886,0.044104239590722814,-1.7871975164824154,0.41559325912090705,-0.8361254760737966,0.14265000464443367,-0.030556637758096004,0.49247552448855414,-0.6746591523033038,-0.20331317941458044,3
